model,brand,company,year,price,engine,horsepower,fuelcons,clearance,trunk,body,country,quantity,body1,body2,body3,body4,russia,price_adj,tariff,comp_id,share,sumshare,logshare,comp1,comp2,comp3,comp4,comp5,comp6,comp7,comp8,comp9,engine_yr,engine_fm,engine_iv,horsepower_yr,horsepower_fm,horsepower_iv,fuelcons_yr,fuelcons_fm,fuelcons_iv,clearance_yr,clearance_fm,clearance_iv,trunk_yr,trunk_fm,trunk_iv,brand_id,delta0,el,id,tilde_share,tilde_price,share1,share2,share3,share4,share5,share6,share7,share8,share9,share10,share11,share12,share13,share14,share15,share16,share17,share18,share19,share20,share21,share22,share23,share24,share25,delta1,delta2,delta3,delta4,delta5,delta6,delta7,delta8,delta9,delta10,delta11,delta12,delta13,delta14,delta15,delta16,delta17,delta18,delta19,delta20,delta21,delta22,delta23,delta24,delta25,markup,mc,margins,counter_tariff
Solaris,Hyundai,Hyundai Motor,2015,593900,1.4,107,5.9,160,470,sedan,Russia,115868,0,0,1,0,1,476787.22,0,4,.0115868,.095033899,-4.3580308,0,0,1,0,0,0,0,0,0,43,6.7999997,33.400002,2756,506,2036,187,29.1,146.10001,4183,552,3311,12551,2035,9576,5,-4.8314104,1.8975514,2,.0115868,593900,.0031367,.0115868,.0019086,.0019268,.0097097,.0020751001,.0017681,.0016294,.0023643,.0035312001,.0120182,.0035869,.0038982001,.0028506999,.0025977001,.0020502,.0043922998,.0041311001,.0030221001,.0030135999,.0027101999,.0019950001,.0021373001,.0024546999,.0045389999,0,3.7020623e-08,-7.1485859e-11,-7.2167529e-11,-3.6367295e-10,-7.7722051e-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,317631.97,276268.03,.53482401,0
ix35,Hyundai,Hyundai Motor,2015,1079900,2,149,8.6,75,591,SUV,Slovakia,19086,1,0,0,0,0,866951.5,.25,4,.0019086,.095033899,-6.1615276,0,0,1,0,0,0,0,0,0,43,6.1999998,32.799999,2756,464,1994,187,26.4,143.39999,4183,637,3396,12551,1914,9455,5,-5.6850414,3.4841394,3,.00152688,863920,.0031367,.0115868,.0019086,.0019268,.0097097,.0020751001,.0017681,.0016294,.0023643,.0035312001,.0120182,.0035869,.0038982001,.0028506999,.0025977001,.0020502,.0043922998,.0041311001,.0030221001,.0030135999,.0027101999,.0019950001,.0021373001,.0024546999,.0045389999,0,-7.1485859e-11,6.1578187e-09,-1.1887574e-11,-5.9904907e-11,-1.2802526e-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255760.8,608159.19,.23683748,.30000001
Cee'd,Kia,Hyundai Motor,2015,729900,1.4,100,6.1,150,380,hatchback,?,19268,0,1,0,0,0,585969.06,.25,4,.0019268,.095033899,-6.1520367,0,0,1,0,0,0,0,0,0,43,6.7999997,33.400002,2756,513,2043,187,28.9,145.89999,4183,562,3321,12551,2125,9666,6,-5.8569803,2.3548727,4,.00154144,583920,.0031367,.0115868,.0019086,.0019268,.0097097,.0020751001,.0017681,.0016294,.0023643,.0035312001,.0120182,.0035869,.0038982001,.0028506999,.0025977001,.0020502,.0043922998,.0041311001,.0030221001,.0030135999,.0027101999,.0019950001,.0021373001,.0024546999,.0045389999,0,-7.2167529e-11,-1.1887574e-11,6.2164252e-09,-6.0476152e-11,-1.2924608e-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255760.8,328159.19,.35040525,.30000001
Rio,Kia,Hyundai Motor,2015,574900,1.4,107,5.9,160,500,sedan,Russia,97097,0,0,1,0,1,461533.88,0,4,.0097097,.095033899,-4.5347719,0,0,1,0,0,0,0,0,0,43,6.7999997,33.400002,2756,506,2036,187,29.1,146.10001,4183,552,3311,12551,2005,9546,6,-4.7248063,1.8403335,5,.0097097,574900,.0031367,.0115868,.0019086,.0019268,.0097097,.0020751001,.0017681,.0016294,.0023643,.0035312001,.0120182,.0035869,.0038982001,.0028506999,.0025977001,.0020502,.0043922998,.0041311001,.0030221001,.0030135999,.0027101999,.0019950001,.0021373001,.0024546999,.0045389999,0,-3.6367295e-10,-5.9904907e-11,-6.0476152e-11,3.1082077e-08,-6.5130817e-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,317631.94,257268.06,.55249947,0
Sportage,Kia,Hyundai Motor,2015,1154900,2,150,8.5,167,564,SUV,?,20751,1,0,0,0,0,927162.13,.25,4,.0020751001,.095033899,-6.077888,0,0,1,0,0,0,0,0,0,43,6.1999998,32.799999,2756,463,1993,187,26.5,143.5,4183,545,3304,12551,1941,9482,6,-5.8402157,3.7254944,6,.00166008,923920,.0031367,.0115868,.0019086,.0019268,.0097097,.0020751001,.0017681,.0016294,.0023643,.0035312001,.0120182,.0035869,.0038982001,.0028506999,.0025977001,.0020502,.0043922998,.0041311001,.0030221001,.0030135999,.0027101999,.0019950001,.0021373001,.0024546999,.0045389999,0,-7.7722051e-11,-1.2802526e-11,-1.2924608e-11,-6.5130817e-11,6.6938903e-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255760.8,668159.19,.22145709,.30000001
Cx-5,Mazda,Mazda Motor Corporation,2015,1299000,2,150,6.2,215,403,SUV,?,17681,1,0,0,0,0,1042846.6,.25,5,.0017681,.095033899,-6.2379918,0,0,0,1,0,0,0,0,0,43,0,39,2756,0,2456,187,-1.9073487e-07,174.60001,4183,0,3753,12551,0,11745,8,-6.3089585,4.1916237,7,.0014144799,1039200,.0031367,.0115868,.0019086,.0019268,.0097097,.0020751001,.0017681,.0016294,.0023643,.0035312001,.0120182,.0035869,.0038982001,.0028506999,.0025977001,.0020502,.0043922998,.0041311001,.0030221001,.0030135999,.0027101999,.0019950001,.0021373001,.0024546999,.0045389999,0,0,0,0,0,0,5.7053193e-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,247923,791277,.19085681,.30000001
Outlander,Mitsubishi,Mitshubishi Group,2015,1279900,2,146,7.5,215,591,SUV,?,16294,1,0,0,0,0,1027513,.25,6,.0016294,.095033899,-6.3196855,0,0,0,0,1,0,0,0,0,43,0,39,2756,0,2464,187,0,172,4183,0,3753,12551,0,11369,9,-6.4674821,4.1305656,8,.0013035199,1023920,.0031367,.0115868,.0019086,.0019268,.0097097,.0020751001,.0017681,.0016294,.0023643,.0035312001,.0120182,.0035869,.0038982001,.0028506999,.0025977001,.0020502,.0043922998,.0041311001,.0030221001,.0030135999,.0027101999,.0019950001,.0021373001,.0024546999,.0045389999,0,0,0,0,0,0,0,5.2584914e-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,247888.58,776031.44,.19367808,.30000001
on-do,Datsun,Renault Group,2015,493000,1.6,87,7,174,530,sedan,Russia,23643,0,0,1,0,1,395783.97,0,7,.0023643,.095033899,-5.9474154,0,0,0,0,0,1,0,0,0,43,16,23.799999,2756,951,1631,187,75.5,97.5,4183,1705,2130,12551,4432,7059,3,-5.254365,1.5898663,9,.0023643,493000,.0031367,.0115868,.0019086,.0019268,.0097097,.0020751001,.0017681,.0016294,.0023643,.0035312001,.0120182,.0035869,.0038982001,.0028506999,.0025977001,.0020502,.0043922998,.0041311001,.0030221001,.0030135999,.0027101999,.0019950001,.0021373001,.0024546999,.0045389999,0,0,0,0,0,0,0,0,7.6245854e-09,-2.6987744e-11,-9.1850957e-11,-2.7413440e-11,-2.9792599e-11,-2.1786916e-11,-1.9853326e-11,-1.5668971e-11,-3.3568832e-11,-3.1572574e-11,-2.3096868e-11,0,0,0,0,0,0,323743.97,169256.03,.65668148,0
4x4,Lada,Renault Group,2015,435000,1.7,83,9.9,205,265,SUV,Russia,35312,1,0,0,0,1,349221.16,0,7,.0035312001,.095033899,-5.5462599,0,0,0,0,0,1,0,0,0,43,15.900001,23.699999,2756,955,1635,187,72.599998,94.599998,4183,1674,2099,12551,4697,7324,7,-5.620604,1.4011823,10,.0035312001,435000,.0031367,.0115868,.0019086,.0019268,.0097097,.0020751001,.0017681,.0016294,.0023643,.0035312001,.0120182,.0035869,.0038982001,.0028506999,.0025977001,.0020502,.0043922998,.0041311001,.0030221001,.0030135999,.0027101999,.0019950001,.0021373001,.0024546999,.0045389999,0,0,0,0,0,0,0,0,-2.6987744e-11,1.1374380e-08,-1.3718400e-10,-4.0943342e-11,-4.4496736e-11,-3.2539849e-11,-2.9651934e-11,-2.3402391e-11,-5.0136728e-11,-4.7155217e-11,-3.4496326e-11,0,0,0,0,0,0,323743.97,111256.03,.74423903,0
Granta,Lada,Renault Group,2015,331600,1.6,82,7.4,160,520,sedan,Russia,120182,0,0,1,0,1,266210.91,0,7,.0120182,.095033899,-4.3214755,0,0,0,0,0,1,0,0,0,43,16,23.799999,2756,956,1636,187,75.099998,97.099998,4183,1719,2144,12551,4442,7069,7,-4.9223986,1.0590224,11,.0120182,331600,.0031367,.0115868,.0019086,.0019268,.0097097,.0020751001,.0017681,.0016294,.0023643,.0035312001,.0120182,.0035869,.0038982001,.0028506999,.0025977001,.0020502,.0043922998,.0041311001,.0030221001,.0030135999,.0027101999,.0019950001,.0021373001,.0024546999,.0045389999,0,0,0,0,0,0,0,0,-9.1850957e-11,-1.3718400e-10,3.8382218e-08,-1.3934788e-10,-1.5144162e-10,-1.1074717e-10,-1.0091834e-10,-7.9648454e-11,-1.7063695e-10,-1.6048958e-10,-1.1740590e-10,0,0,0,0,0,0,323743.94,7856.0625,.97630864,0
Kalina,Lada,Renault Group,2015,447800,1.6,87,7,145,355,universal,Russia,35869,0,0,0,1,1,359497.09,0,7,.0035869,.095033899,-5.5306091,0,0,0,0,0,1,0,0,0,43,16,23.799999,2756,951,1631,187,75.5,97.5,4183,1734,2159,12551,4607,7234,7,-5.4021826,1.4423319,12,.0035869,447800,.0031367,.0115868,.0019086,.0019268,.0097097,.0020751001,.0017681,.0016294,.0023643,.0035312001,.0120182,.0035869,.0038982001,.0028506999,.0025977001,.0020502,.0043922998,.0041311001,.0030221001,.0030135999,.0027101999,.0019950001,.0021373001,.0024546999,.0045389999,0,0,0,0,0,0,0,0,-2.7413440e-11,-4.0943342e-11,-1.3934788e-10,1.1553149e-08,-4.5198609e-11,-3.3053119e-11,-3.0119653e-11,-2.3771532e-11,-5.0927568e-11,-4.7899025e-11,-3.5040460e-11,0,0,0,0,0,0,323743.97,124056.03,.72296554,0
Largus,Lada,Renault Group,2015,496000,1.6,84,8.199999999999999,145,560,universal,Russia,38982,0,0,0,1,1,398192.41,0,7,.0038982001,.095033899,-5.4473825,0,0,0,0,0,1,0,0,0,43,16,23.799999,2756,954,1634,187,74.300003,96.300003,4183,1734,2159,12551,4402,7029,7,-5.3292789,1.5970815,13,.0038982001,496000,.0031367,.0115868,.0019086,.0019268,.0097097,.0020751001,.0017681,.0016294,.0023643,.0035312001,.0120182,.0035869,.0038982001,.0028506999,.0025977001,.0020502,.0043922998,.0041311001,.0030221001,.0030135999,.0027101999,.0019950001,.0021373001,.0024546999,.0045389999,0,0,0,0,0,0,0,0,-2.9792599e-11,-4.4496736e-11,-1.5144162e-10,-4.5198609e-11,1.2551902e-08,-3.5921738e-11,-3.2733680e-11,-2.5834617e-11,-5.5347473e-11,-5.2056089e-11,-3.8081552e-11,0,0,0,0,0,0,323743.97,172256.03,.6527096,0
Priora,Lada,Renault Group,2015,446300,1.6,98,6.9,165,430,sedan,Russia,28507,0,0,1,0,1,358292.88,0,7,.0028506999,.095033899,-5.7603331,0,0,0,0,0,1,0,0,0,43,16,23.799999,2756,940,1620,187,75.599998,97.599998,4183,1714,2139,12551,4532,7159,7,-4.8983493,1.4385626,14,.0028506999,446300,.0031367,.0115868,.0019086,.0019268,.0097097,.0020751001,.0017681,.0016294,.0023643,.0035312001,.0120182,.0035869,.0038982001,.0028506999,.0025977001,.0020502,.0043922998,.0041311001,.0030221001,.0030135999,.0027101999,.0019950001,.0021373001,.0024546999,.0045389999,0,0,0,0,0,0,0,0,-2.1786916e-11,-3.2539849e-11,-1.1074717e-10,-3.3053119e-11,-3.5921738e-11,9.1886854e-09,-2.3937689e-11,-1.8892500e-11,-4.0474842e-11,-3.8067900e-11,-2.7848515e-11,0,0,0,0,0,0,323743.97,122556.03,.72539538,0
Almera,Nissan,Renault Group,2015,626000,1.6,102,7.2,160,500,sedan,Russia,25977,0,0,1,0,1,502557.34,0,7,.0025977001,.095033899,-5.853271,0,0,0,0,0,1,0,0,0,43,16,23.799999,2756,936,1616,187,75.300003,97.300003,4183,1719,2144,12551,4462,7089,10,-5.2406735,2.0183032,15,.0025977001,626000,.0031367,.0115868,.0019086,.0019268,.0097097,.0020751001,.0017681,.0016294,.0023643,.0035312001,.0120182,.0035869,.0038982001,.0028506999,.0025977001,.0020502,.0043922998,.0041311001,.0030221001,.0030135999,.0027101999,.0019950001,.0021373001,.0024546999,.0045389999,0,0,0,0,0,0,0,0,-1.9853326e-11,-2.9651934e-11,-1.0091834e-10,-3.0119653e-11,-3.2733680e-11,-2.3937689e-11,8.3753129e-09,-1.7215790e-11,-3.6882698e-11,-3.4689369e-11,-2.5376957e-11,0,0,0,0,0,0,323743.97,302256.03,.51716292,0
X-trail,Nissan,Renault Group,2015,1409000,2,144,8.300000000000001,210,497,SUV,Russia,20502,1,0,0,0,1,1131155.4,0,7,.0020502,.095033899,-6.0899601,0,0,0,0,0,1,0,0,0,43,15.6,23.4,2756,894,1574,187,74.199997,96.199997,4183,1669,2094,12551,4465,7092,10,-6.7128644,4.5452876,16,.0020502,1409000,.0031367,.0115868,.0019086,.0019268,.0097097,.0020751001,.0017681,.0016294,.0023643,.0035312001,.0120182,.0035869,.0038982001,.0028506999,.0025977001,.0020502,.0043922998,.0041311001,.0030221001,.0030135999,.0027101999,.0019950001,.0021373001,.0024546999,.0045389999,0,0,0,0,0,0,0,0,-1.5668971e-11,-2.3402391e-11,-7.9648454e-11,-2.3771532e-11,-2.5834617e-11,-1.8892500e-11,-1.7215790e-11,6.6137322e-09,-2.9109173e-11,-2.7378121e-11,-2.0028423e-11,0,0,0,0,0,0,323743.97,1085256,.2297686,0
Duster,Renault,Renault Group,2015,689000,1.6,114,7.4,205,475,SUV,Russia,43923,1,0,0,0,1,553134.19,0,7,.0043922998,.095033899,-5.3280444,0,0,0,0,0,1,0,0,0,43,16,23.799999,2756,924,1604,187,75.099998,97.099998,4183,1674,2099,12551,4487,7114,12,-5.0314708,2.2174261,17,.0043922998,689000,.0031367,.0115868,.0019086,.0019268,.0097097,.0020751001,.0017681,.0016294,.0023643,.0035312001,.0120182,.0035869,.0038982001,.0028506999,.0025977001,.0020502,.0043922998,.0041311001,.0030221001,.0030135999,.0027101999,.0019950001,.0021373001,.0024546999,.0045389999,0,0,0,0,0,0,0,0,-3.3568832e-11,-5.0136728e-11,-1.7063695e-10,-5.0927568e-11,-5.5347473e-11,-4.0474842e-11,-3.6882698e-11,-2.9109173e-11,1.4135849e-08,-5.8654234e-11,-4.2908416e-11,0,0,0,0,0,0,323743.97,365256.03,.46987513,0
Logan,Renault,Renault Group,2015,534000,1.6,82,7.2,155,510,sedan,Russia,41311,0,0,1,0,1,428699.06,0,7,.0041311001,.095033899,-5.3893538,0,0,0,0,0,1,0,0,0,43,16,23.799999,2756,956,1636,187,75.300003,97.300003,4183,1724,2149,12551,4452,7079,12,-5.6002817,1.7190366,18,.0041311001,534000,.0031367,.0115868,.0019086,.0019268,.0097097,.0020751001,.0017681,.0016294,.0023643,.0035312001,.0120182,.0035869,.0038982001,.0028506999,.0025977001,.0020502,.0043922998,.0041311001,.0030221001,.0030135999,.0027101999,.0019950001,.0021373001,.0024546999,.0045389999,0,0,0,0,0,0,0,0,-3.1572574e-11,-4.7155217e-11,-1.6048958e-10,-4.7899025e-11,-5.2056089e-11,-3.8067900e-11,-3.4689369e-11,-2.7378121e-11,-5.8654234e-11,1.3298711e-08,-4.0356756e-11,0,0,0,0,0,0,323743.97,210256.03,.60626209,0
Sandero,Renault,Renault Group,2015,419000,1.1,75,6,155,320,hatchback,Russia,30221,0,1,0,0,1,336376.25,0,7,.0030221001,.095033899,-5.7019453,0,0,0,0,0,1,0,0,0,43,16.5,24.299999,2756,963,1643,187,76.5,98.5,4183,1724,2149,12551,4642,7269,12,-5.2586203,1.3503342,19,.0030221001,419000,.0031367,.0115868,.0019086,.0019268,.0097097,.0020751001,.0017681,.0016294,.0023643,.0035312001,.0120182,.0035869,.0038982001,.0028506999,.0025977001,.0020502,.0043922998,.0041311001,.0030221001,.0030135999,.0027101999,.0019950001,.0021373001,.0024546999,.0045389999,0,0,0,0,0,0,0,0,-2.3096868e-11,-3.4496326e-11,-1.1740590e-10,-3.5040460e-11,-3.8081552e-11,-2.7848515e-11,-2.5376957e-11,-2.0028423e-11,-4.2908416e-11,-4.0356756e-11,9.7394866e-09,0,0,0,0,0,0,323743.97,95256.031,.77265865,0
Camry,Toyota,Toyota Group,2015,1407000,2,150,7.2,160,506,sedan,Russia,30136,0,0,1,0,1,1129549.9,0,9,.0030135999,.095033899,-5.704762,0,0,0,0,0,0,1,0,0,43,2,37,2756,146,2310,187,7.6999998,164.89999,4183,197,3666,12551,506,11033,14,-5.9942479,4.5344543,20,.0030135999,1407000,.0031367,.0115868,.0019086,.0019268,.0097097,.0020751001,.0017681,.0016294,.0023643,.0035312001,.0120182,.0035869,.0038982001,.0028506999,.0025977001,.0020502,.0043922998,.0041311001,.0030221001,.0030135999,.0027101999,.0019950001,.0021373001,.0024546999,.0045389999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.7121751e-09,-2.6401501e-11,0,0,0,0,310968.09,1096031.9,.22101499,0
Rav 4,Toyota,Toyota Group,2015,1288000,2,146,7.7,197,506,SUV,Japan,27102,1,0,0,0,0,1034015.8,.25,9,.0027101999,.095033899,-5.8108749,0,0,0,0,0,0,1,0,0,43,2,37,2756,150,2314,187,7.1999998,164.39999,4183,160,3629,12551,506,11033,14,-5.9057765,4.1522064,21,.0021681599,1030400,.0031367,.0115868,.0019086,.0019268,.0097097,.0020751001,.0017681,.0016294,.0023643,.0035312001,.0120182,.0035869,.0038982001,.0028506999,.0025977001,.0020502,.0043922998,.0041311001,.0030221001,.0030135999,.0027101999,.0019950001,.0021373001,.0024546999,.0045389999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.6401501e-11,8.7370413e-09,0,0,0,0,249096.91,781303.13,.19339822,.30000001
Patriot,Uaz,UAZ,2015,699000,2.7,128,11.5,210,1200,SUV,Russia,19950,1,0,0,0,1,561162.25,0,10,.0019950001,.095033899,-6.1172533,0,0,0,0,0,0,0,1,0,43,4.7683717e-08,37.599998,2756,0,2500,187,0,164,4183,0,3763,12551,0,10151,15,-6.1372428,2.2550261,22,.0019950001,699000,.0031367,.0115868,.0019086,.0019268,.0097097,.0020751001,.0017681,.0016294,.0023643,.0035312001,.0120182,.0035869,.0038982001,.0028506999,.0025977001,.0020502,.0043922998,.0041311001,.0030221001,.0030135999,.0027101999,.0019950001,.0021373001,.0024546999,.0045389999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.4360188e-09,0,0,0,309974.25,389025.75,.44345385,0
Octavia a7,Skoda,Volkswagen AG,2015,887000,1.6,110,6.4,155,568,hatchback,Russia,21373,0,1,0,0,1,712090.06,0,11,.0021373001,.095033899,-6.0483541,0,0,0,0,0,0,0,0,1,43,3.2000003,36.599998,2756,195,2341,187,12.200001,162,4183,240,3633,12551,990,10425,13,-5.5142007,2.8611202,23,.0021373001,887000,.0031367,.0115868,.0019086,.0019268,.0097097,.0020751001,.0017681,.0016294,.0023643,.0035312001,.0120182,.0035869,.0038982001,.0028506999,.0025977001,.0020502,.0043922998,.0041311001,.0030221001,.0030135999,.0027101999,.0019950001,.0021373001,.0024546999,.0045389999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.8941062e-09,-1.6959210e-11,-3.1359373e-11,312206.59,574793.38,.35198039,0
Rapid,Skoda,Volkswagen AG,2015,622000,1.6,90,5.8,170,530,hatchback,Russia,24547,0,1,0,0,1,499346.13,0,11,.0024546999,.095033899,-5.909893,0,0,0,0,0,0,0,0,1,43,3.2000003,36.599998,2756,215,2361,187,12.8,162.60001,4183,225,3618,12551,1028,10463,13,-5.3759375,2.0056942,24,.0024546999,622000,.0031367,.0115868,.0019086,.0019268,.0097097,.0020751001,.0017681,.0016294,.0023643,.0035312001,.0120182,.0035869,.0038982001,.0028506999,.0025977001,.0020502,.0043922998,.0041311001,.0030221001,.0030135999,.0027101999,.0019950001,.0021373001,.0024546999,.0045389999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.6959210e-11,7.9153972e-09,-3.6016398e-11,312206.59,309793.41,.50193983,0
Polo,Volkswagen,Volkswagen AG,2015,645000,1.6,105,6.4,70,460,sedan,Russia,45390,0,0,1,0,1,517810.69,0,11,.0045389999,.095033899,-5.2951908,0,0,0,0,0,0,0,0,1,43,3.2000003,36.599998,2756,200,2346,187,12.200001,162,4183,325,3718,12551,1098,10533,16,-5.1502395,2.0755138,25,.0045389999,645000,.0031367,.0115868,.0019086,.0019268,.0097097,.0020751001,.0017681,.0016294,.0023643,.0035312001,.0120182,.0035869,.0038982001,.0028506999,.0025977001,.0020502,.0043922998,.0041311001,.0030221001,.0030135999,.0027101999,.0019950001,.0021373001,.0024546999,.0045389999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.1359373e-11,-3.6016398e-11,1.4605825e-08,312206.59,332793.41,.48404124,0
Niva,Chevrolet,General Motors,2016,570000,1.7,80,10.8,200,320,SUV,Russia,29844,1,0,0,0,1,427384.06,0,2,.0029843999,.084985301,-5.7255416,0,1,0,0,0,0,0,0,0,42.299999,4.7683717e-08,38.899998,2711,0,2551,183.89999,1.9073487e-07,162.29999,4430,0,4030,12010,0,11370,1,-5.6462049,1.8370395,1,.0029843999,570000,.0029843999,.0021929001,.0090380004,.0015081,.0087662004,.0019003,.001579,.0027274,.0087726004,.0020981999,.0029341001,.0017553,.0055173999,.0019942999,.0018723001,.0017886,.0044001001,.0029565,.0028557,.0028063001,.0030602999,.0019381,.0021758999,.0025931001,.0047701998,9.6183514e-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,310281.84,259718.16,.54435414,0
Creta,Hyundai,Hyundai Motor,2016,789900,1.6,123,7,190,402,SUV,Russia,21929,1,0,0,0,1,592264.38,0,4,.0021929001,.084985301,-6.0337152,0,0,1,0,0,0,0,0,0,42.299999,6.2000003,32.899998,2711,464,2001,183.89999,26,143.89999,4430,652,3398,12010,1841,9365,5,-5.1880374,2.547771,2,.0021929001,789900,.0029843999,.0021929001,.0090380004,.0015081,.0087662004,.0019003,.001579,.0027274,.0087726004,.0020981999,.0029341001,.0017553,.0055173999,.0019942999,.0018723001,.0017886,.0044001001,.0029565,.0028557,.0028063001,.0030602999,.0019381,.0021758999,.0025931001,.0047701998,0,7.0730564e-09,-6.4066780e-11,-1.0690318e-11,-6.2140099e-11,-1.3470469e-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,316554.06,473345.94,.40075207,0
Solaris,Hyundai,Hyundai Motor,2016,593900,1.4,107,5.9,160,470,sedan,Russia,90380,0,0,1,0,1,445304.25,0,4,.0090380004,.084985301,-4.6175022,0,0,1,0,0,0,0,0,0,42.299999,6.4000001,33.099998,2711,480,2017,183.89999,27.1,145,4430,682,3428,12010,1773,9297,5,-4.8314104,1.9024446,3,.0090380004,593900,.0029843999,.0021929001,.0090380004,.0015081,.0087662004,.0019003,.001579,.0027274,.0087726004,.0020981999,.0029341001,.0017553,.0055173999,.0019942999,.0018723001,.0017886,.0044001001,.0029565,.0028557,.0028063001,.0030602999,.0019381,.0021758999,.0025931001,.0047701998,0,-6.4066780e-11,2.8951497e-08,-4.4059967e-11,-2.5610936e-10,-5.5518309e-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,316554.06,277345.94,.53300905,0
Cee'd,Kia,Hyundai Motor,2016,794900,1.4,100,6.2,150,380,hatchback,?,15081,0,1,0,0,0,596013.31,.25,4,.0015081,.084985301,-6.4080896,0,0,1,0,0,0,0,0,0,42.299999,6.4000001,33.099998,2711,487,2024,183.89999,26.799999,144.7,4430,692,3438,12010,1863,9387,6,-6.0654306,2.5656579,4,.00120648,635920,.0029843999,.0021929001,.0090380004,.0015081,.0087662004,.0019003,.001579,.0027274,.0087726004,.0020981999,.0029341001,.0017553,.0055173999,.0019942999,.0018723001,.0017886,.0044001001,.0029565,.0028557,.0028063001,.0030602999,.0019381,.0021758999,.0025931001,.0047701998,0,-1.0690318e-11,-4.4059967e-11,4.8676165e-09,-4.2734951e-11,-9.2639030e-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254682.89,381237.13,.32039613,.30000001
Rio,Kia,Hyundai Motor,2016,639900,1.4,107,5.9,160,500,sedan,Russia,87662,0,0,1,0,1,479794.84,0,4,.0087662004,.084985301,-4.6480365,0,0,1,0,0,0,0,0,0,42.299999,6.4000001,33.099998,2711,480,2017,183.89999,27.1,145,4430,682,3428,12010,1743,9267,6,-4.9349203,2.050359,5,.0087662004,639900,.0029843999,.0021929001,.0090380004,.0015081,.0087662004,.0019003,.001579,.0027274,.0087726004,.0020981999,.0029341001,.0017553,.0055173999,.0019942999,.0018723001,.0017886,.0044001001,.0029565,.0028557,.0028063001,.0030602999,.0019381,.0021758999,.0025931001,.0047701998,0,-6.2140099e-11,-2.5610936e-10,-4.2734951e-11,2.8088541e-08,-5.3848703e-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,316554.06,323345.94,.49469301,0
Sportage,Kia,Hyundai Motor,2016,1219900,2,150,8,182,491,SUV,?,19003,1,0,0,0,0,914676.94,.25,4,.0019003,.084985301,-6.1769285,0,0,1,0,0,0,0,0,0,42.299999,5.8000002,32.5,2711,437,1974,183.89999,25,142.89999,4430,660,3406,12010,1752,9276,6,-6.1529074,3.9358618,6,.00152024,975920,.0029843999,.0021929001,.0090380004,.0015081,.0087662004,.0019003,.001579,.0027274,.0087726004,.0020981999,.0029341001,.0017553,.0055173999,.0019942999,.0018723001,.0017886,.0044001001,.0029565,.0028557,.0028063001,.0030602999,.0019381,.0021758999,.0025931001,.0047701998,0,-1.3470469e-11,-5.5518309e-11,-9.2639030e-12,-5.3848703e-11,6.1310912e-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254682.89,721237.13,.20877358,.30000001
Cx-5,Mazda,Mazda Motor Corporation,2016,1299000,2,150,6.2,215,403,SUV,?,15790,1,0,0,0,0,973985.88,.25,5,.001579,.084985301,-6.3621483,0,0,0,1,0,0,0,0,0,42.299999,0,38.299999,2711,0,2411,183.89999,-1.9073487e-07,171.5,4430,0,4000,12010,0,11204,8,-6.3089585,4.1924176,7,.0012632001,1039200,.0029843999,.0021929001,.0090380004,.0015081,.0087662004,.0019003,.001579,.0027274,.0087726004,.0020981999,.0029341001,.0017553,.0055173999,.0019942999,.0018723001,.0017886,.0044001001,.0029565,.0028557,.0028063001,.0030602999,.0019381,.0021758999,.0025931001,.0047701998,0,0,0,0,0,0,5.0960951e-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,247876.08,791323.94,.19082069,.30000001
