model,brand,firm,year,configdeschref,rating,price,price_adj,configuration,period,drive,body,engine_sm,acceleration,clearance,maxspeed,country,seats,size,wheelbase,weight,fuelcons_city,fuelcons_rural,fuelcons_mix,ac,month_start,month_end,year_start,year_end,drive1,drive2,body1,body2,body3,body4,body_SUV,body_hatch,transmission,extra,engine,russia_prod,russia_prod_alt,length,width,height,fuelcons,trunk,horsepower,size2,gen,restyle,russia,months_sold,mainid,quantity,model_orig,brand_orig,firm_id,firm1,firm2,firm3,firm4,firm5,firm6,firm7,firm8,firm9,national,europe,japan,usa,korea,brand1,brand2,brand3,brand4,brand5,brand6,brand7,brand8,brand9,brand10,brand11,brand12,brand13,brand14,brand15,brand16,y2013,y2014,y2015,y2016,y2017,time,tariff_sh,tax_var,euro,price_euro,tax_fixed,tariff_min,share,sumshare,outshare,logshare,engine_yr,engine_fm,engine_iv,horsepower_yr,horsepower_fm,horsepower_iv,fuelcons_yr,fuelcons_fm,fuelcons_iv,clearance_yr,clearance_fm,clearance_iv,trunk_yr,trunk_fm,trunk_iv,alpha,a,delta0,el,id,tilde_share,tilde_price,share1,share2,share3,share4,share5,share6,share7,share8,share9,share10,share11,share12,share13,share14,share15,share16,share17,share18,share19,share20,share21,share22,share23,share24,share25,delta1,delta2,delta3,delta4,delta5,delta6,delta7,delta8,delta9,delta10,delta11,delta12,delta13,delta14,delta15,delta16,delta17,delta18,delta19,delta20,delta21,delta22,delta23,delta24,delta25,markup_pure,mc,margins,lnmc
ix35,Hyundai,Hyundai Motor,2014,https://www.drom.ru/catalog/hyundai/ix35/73567/,8.6000004,1079.9,999.90741,2.0 MT 2WD Start,май 2013 - декабрь 2015,Передний,SUV,1998,10.4,175,184,Словакия,5,4410 x 1820 x 1660,2640,1380,11.4,6.9000001,"8,6",1,5,12,2013,2015,1,0,1,0,0,0,1,0,0,0,2,0,0,4410,1820,1660,8.6,591,149,8.0262003,1,1,0,12,21,34814,ix35,Hyundai,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,.25,269975,38.4217,28106.514,0,0,.0075806733,.27849928,.72150075,-4.5557313,40.900002,6.1999998,32.700001,2674,464,2061,181.39999,26.4,146.39999,4264,637,3452,11383,1914,8878,-.00080897001,1,-4.8102455,-.8027631,5,.0060645388,799.9259,.006066455,.0064540463,.0094591845,.024963485,.0075806733,.02039165,.0066643907,.0064797406,.0054334621,.0063079372,.010065394,.0069047841,.016578885,.013159374,.0080237901,.0093483506,.033274047,.014286218,.014187579,.010412266,.0074289031,.0060324864,.0084745288,.007684757,.012836888,0,0,0,-1.5308950e-07,6.0860484e-06,-1.2505255e-07,-4.0869626e-08,-3.9737252e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1072.6045,-272.67859,1.0727038,
Rio,Kia,Hyundai Motor,2014,https://www.drom.ru/catalog/kia/rio/93690/,8.5,499.9,462.87036,1.4 MT Comfort,август 2011 - май 2014,Передний,Седан,1396,11.5,160,190,Россия,4,4370 x 1700 x 1470,2570,1115,7.5999999,4.9000001,"5,9",1,8,5,2011,2014,1,0,0,1,0,0,0,0,0,0,1.4,1,1,4370,1700,1470,5.9,500,107,7.4289999,3,,1,5,24,93648,New Rio,KIA,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,38.4217,13010.877,0,0,.02039165,.27849928,.72150075,-3.5662079,40.900002,6.7999997,32.700001,2674,506,2061,181.39999,29.1,146.39999,4264,652,3452,11383,2005,8878,-.00080897001,1,-4.3757987,-.36681262,6,.02039165,462.87036,.006066455,.0064540463,.0094591845,.024963485,.0075806733,.02039165,.0066643907,.0064797406,.0054334621,.0063079372,.010065394,.0069047841,.016578885,.013159374,.0080237901,.0093483506,.033274047,.014286218,.014187579,.010412266,.0074289031,.0060324864,.0084745288,.007684757,.012836888,0,0,0,-4.1180348e-07,-1.2505255e-07,.000016159847,-1.0993735e-07,-1.0689131e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1319.8325,-856.96216,2.8514085,
Sportage,Kia,Hyundai Motor,2014,https://www.drom.ru/catalog/kia/sportage/79094/,8.5,874.9,810.09259,2.0 MT 2WD Classic,апрель 2014 - апрель 2015,Передний,SUV,1998,10.7,167,185,"Южная Корея, Словакия, Россия",5,4440 x 1855 x 1640,2640,1980,11.2,6.9000001,"8,5",1,4,4,2014,2015,1,0,1,0,0,0,1,0,0,0,2,1,0,4440,1855,1640,8.5,564,150,8.2362003,3,1,0,9,29,30606,Sportage,KIA,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,.25,218725,38.4217,22770.986,0,0,.0066643907,.27849928,.72150075,-4.6845551,40.900002,6.1999998,32.700001,2674,463,2061,181.39999,26.5,146.39999,4264,645,3452,11383,1941,8878,-.00080897001,1,-4.6566911,-.65097314,7,.0053315125,648.0741,.006066455,.0064540463,.0094591845,.024963485,.0075806733,.02039165,.0066643907,.0064797406,.0054334621,.0063079372,.010065394,.0069047841,.016578885,.013159374,.0080237901,.0093483506,.033274047,.014286218,.014187579,.010412266,.0074289031,.0060324864,.0084745288,.007684757,.012836888,0,0,0,-1.3458543e-07,-4.0869626e-08,-1.0993735e-07,5.3553626e-06,-3.4934175e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1072.6045,-424.5304,1.3240517,
cee'd,Kia,Hyundai Motor,2014,https://www.drom.ru/catalog/kia/cee~d/96849/,8.6000004,774.9,717.5,1.4 MT Classic,октябрь 2013 - январь 2016,Передний,Хэтчбек,1396,12.8,150,182,"Россия, Словакия",5,4310 x 1780 x 1470,2650,1258,8.1000004,4.9000001,"6,1",1,10,1,2013,2016,1,0,0,0,0,1,0,1,0,0,1.4,1,0,4310,1780,1470,6.1,380,100,7.6718001,2,,1,12,34,29758,New Cee'd,KIA,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,38.4217,20168.291,0,0,.0064797406,.27849928,.72150075,-4.7126532,40.900002,6.7999997,32.700001,2674,513,2061,181.39999,28.9,146.39999,4264,662,3452,11383,2125,8878,-.00080897001,1,-4.5817862,-.57667488,8,.0064797406,717.5,.006066455,.0064540463,.0094591845,.024963485,.0075806733,.02039165,.0066643907,.0064797406,.0054334621,.0063079372,.010065394,.0069047841,.016578885,.013159374,.0080237901,.0093483506,.033274047,.014286218,.014187579,.010412266,.0074289031,.0060324864,.0084745288,.007684757,.012836888,0,0,0,-1.3085649e-07,-3.9737252e-08,-1.0689131e-07,-3.4934175e-08,5.2079495e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1319.8325,-602.33252,1.8394878,
CX-5,Mazda,Mazda Motor Corporation,2014,https://www.drom.ru/catalog/mazda/cx-5/64931/,9.1000004,1046,968.51849,2.0 Drive,сентябрь 2011 - январь 2015,Передний,SUV,1997,9.3000002,215,197,"Япония, Россия, Малайзия",5,4555 x 1840 x 1670,2700,1365,7.6999998,5.3000002,"6,2",1,9,1,2011,2015,1,0,1,0,0,0,1,0,0,0,2,1,0,4555,1840,1670,6.2,403,150,8.3811998,1,,1,12,37,24953,CX-5,Mazda,4,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,38.4217,27224.199,0,0,.0054334621,.27849928,.72150075,-4.8887568,40.900002,0,38.900002,2674,0,2524,181.39999,-1.9073487e-07,175.2,4264,0,4049,11383,0,10980,-.00080897001,1,-4.784853,-.77924526,9,.0054334621,968.51849,.006066455,.0064540463,.0094591845,.024963485,.0075806733,.02039165,.0066643907,.0064797406,.0054334621,.0063079372,.010065394,.0069047841,.016578885,.013159374,.0080237901,.0093483506,.033274047,.014286218,.014187579,.010412266,.0074289031,.0060324864,.0084745288,.007684757,.012836888,0,0,0,0,0,0,0,0,4.3716250e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1242.8929,-274.37445,1.2832929,
Outlander,Mitsubishi,Mitshubishi Group,2014,https://www.drom.ru/catalog/mitsubishi/outlander/76148/,8.6000004,1279,1184.2593,2.0 CVT 2WD Inform,май 2014 - февраль 2016,Передний,SUV,1998,11.5,215,190,"Япония, Россия",5,4655 x 1800 x 1680,2670,1415,9,6.6999998,"7,5",0,5,2,2014,2016,1,0,1,0,0,0,1,0,1,1,2,1,0,4655,1800,1680,7.5,591,146,8.3789997,3,1,1,8,41,28969,Outlander,Mitsubishi,5,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,38.4217,33288.48,0,0,.0063079372,.27849928,.72150075,-4.7395248,40.900002,0,38.900002,2674,0,2528,181.39999,0,173.89999,4264,0,4049,11383,0,10792,-.00080897001,1,-4.9593806,-.95198703,10,.0063079372,1184.2593,.006066455,.0064540463,.0094591845,.024963485,.0075806733,.02039165,.0066643907,.0064797406,.0054334621,.0063079372,.010065394,.0069047841,.016578885,.013159374,.0080237901,.0093483506,.033274047,.014286218,.014187579,.010412266,.0074289031,.0060324864,.0084745288,.007684757,.012836888,0,0,0,0,0,0,0,0,0,5.0707431e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1243.9867,-59.727417,1.0504344,
Almera,Nissan,Renault Group,2014,https://www.drom.ru/catalog/nissan/almera/71484/,7.9000001,626,579.62964,1.6 MT Welcome,ноябрь 2012 - март 2017,Передний,Седан,1598,10.9,160,185,Россия,4,4656 x 1695 x 1522,2700,1177,9.5,5.8000002,"7,2",0,11,3,2012,2017,1,0,0,1,0,0,0,0,0,0,1.6,1,1,4656,1695,1522,7.2,500,102,7.8919201,3,,1,12,43,46225,Almera,Nissan,6,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,38.4217,16292.876,0,0,.010065394,.27849928,.72150075,-4.2722301,40.900002,13.7,25.600002,2674,801,1771,181.39999,67,107.2,4264,1540,2564,11383,3750,7133,-.00080897001,1,-4.4702535,-.4641833,11,.010065394,579.62964,.006066455,.0064540463,.0094591845,.024963485,.0075806733,.02039165,.0066643907,.0064797406,.0054334621,.0063079372,.010065394,.0069047841,.016578885,.013159374,.0080237901,.0093483506,.033274047,.014286218,.014187579,.010412266,.0074289031,.0060324864,.0084745288,.007684757,.012836888,0,0,0,0,0,0,0,0,0,0,8.0606433e-06,-5.6222909e-08,-1.3499526e-07,-1.0715154e-07,-6.5334532e-08,-7.6119896e-08,-2.7093733e-07,-1.1632699e-07,-1.1552381e-07,-8.4782947e-08,0,0,0,0,0,1429.1398,-849.51013,2.4656086,
Qashqai,Nissan,Renault Group,2014,https://www.drom.ru/catalog/nissan/qashqai/75416/,8.5,989,915.74072,1.2 MT XE,апрель 2014 - январь 2016,Передний,SUV,1197,10.9,190,185,Великобритания,5,4377 x 1837 x 1595,2646,1426,7.8000002,5.3000002,"6,2",1,4,1,2014,2016,1,0,1,0,0,0,1,0,0,0,1.2,0,0,4377,1837,1595,6.2,430,115,8.0405493,2,,0,9,46,31710,Qashqai,Nissan,6,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,.25,247250,38.4217,25740.662,1087900,247250,.0069047841,.27849928,.72150075,-4.6491189,40.900002,14.1,25.600002,2674,788,1771,181.39999,68,107.2,4264,1510,2564,11383,3820,7133,-.00080897001,1,-4.742157,-.73569167,12,.0055238274,732.59259,.006066455,.0064540463,.0094591845,.024963485,.0075806733,.02039165,.0066643907,.0064797406,.0054334621,.0063079372,.010065394,.0069047841,.016578885,.013159374,.0080237901,.0093483506,.033274047,.014286218,.014187579,.010412266,.0074289031,.0060324864,.0084745288,.007684757,.012836888,0,0,0,0,0,0,0,0,0,0,-5.6222909e-08,5.5471946e-06,-9.2605724e-08,-7.3505149e-08,-4.4818993e-08,-5.2217672e-08,-1.8586096e-07,-7.9799435e-08,-7.9248458e-08,-5.8160456e-08,0,0,0,0,0,1181.9117,-449.31915,1.2906619,
Duster,Renault,Renault Group,2014,https://www.drom.ru/catalog/renault/duster/65576/,8.1999998,584,540.74072,1.6 MT 4x2 Authentique,январь 2010 - май 2015,Передний,SUV,1598,11.5,205,164,Россия,5,4315 x 1822 x 1625,2673,1205,9.8000002,6.5,"7,6",0,1,5,2010,2015,1,0,1,0,0,0,1,0,0,0,1.6,1,1,4315,1822,1625,7.6,475,102,7.8619299,1,,1,12,54,76138,Duster,Renault,6,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,38.4217,15199.744,0,0,.016578885,.27849928,.72150075,-3.7732036,40.900002,13.7,25.600002,2674,801,1771,181.39999,66.599998,107.2,4264,1495,2564,11383,3775,7133,-.00080897001,1,-4.4387937,-.43019071,13,.016578885,540.74072,.006066455,.0064540463,.0094591845,.024963485,.0075806733,.02039165,.0066643907,.0064797406,.0054334621,.0063079372,.010065394,.0069047841,.016578885,.013159374,.0080237901,.0093483506,.033274047,.014286218,.014187579,.010412266,.0074289031,.0060324864,.0084745288,.007684757,.012836888,0,0,0,0,0,0,0,0,0,0,-1.3499526e-07,-9.2605724e-08,.000013189468,-1.7649116e-07,-1.0761363e-07,-1.2537841e-07,-4.4626555e-07,-1.9160419e-07,-1.9028126e-07,-1.3964745e-07,0,0,0,0,0,1429.1396,-888.39893,2.6429296,
Logan,Renault,Renault Group,2014,https://www.drom.ru/catalog/renault/logan/67084/,7.8000002,409,378.7037,1.4 MT Authentique,сентябрь 2009 - июнь 2016,Передний,Седан,1390,13,155,162,Россия,4,4288 x 1740 x 1534,2630,975,9.3999996,5.5,"6,9",0,9,6,2009,2016,1,0,0,1,0,0,0,0,0,0,1.4,1,1,4288,1740,1534,6.9,510,75,7.4611201,1,1,1,12,60,60434,Logan,Renault,6,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,38.4217,10645.026,0,0,.013159374,.27849928,.72150075,-4.004199,40.900002,13.900001,25.600002,2674,828,1771,181.39999,67.299995,107.2,4264,1545,2564,11383,3740,7133,-.00080897001,1,-4.3077102,-.30232844,14,.013159374,378.7037,.006066455,.0064540463,.0094591845,.024963485,.0075806733,.02039165,.0066643907,.0064797406,.0054334621,.0063079372,.010065394,.0069047841,.016578885,.013159374,.0080237901,.0093483506,.033274047,.014286218,.014187579,.010412266,.0074289031,.0060324864,.0084745288,.007684757,.012836888,0,0,0,0,0,0,0,0,0,0,-1.0715154e-07,-7.3505149e-08,-1.7649116e-07,.00001050545,-8.5417568e-08,-9.9518225e-08,-3.5422016e-07,-1.5208448e-07,-1.5103441e-07,-1.1084418e-07,0,0,0,0,0,1429.1398,-1050.436,3.7737677,
Sandero,Renault,Renault Group,2014,https://www.drom.ru/catalog/renault/sandero/67072/,8,380,351.85184,1.4 MT Authentique,декабрь 2009 - август 2014,Передний,Хэтчбек,1390,13,155,162,Россия,5,4020 x 1746 x 1534,2588,1172,9.3999996,5.5,"6,9",0,12,8,2009,2014,1,0,0,0,0,1,0,1,0,0,1.4,1,1,4020,1746,1534,6.9,320,75,7.0189199,1,,1,8,65,36849,Sandero,Renault,6,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,38.4217,9890.2441,0,0,.0080237901,.27849928,.72150075,-4.4989223,40.900002,13.900001,25.600002,2674,828,1771,181.39999,67.299995,107.2,4264,1545,2564,11383,3930,7133,-.00080897001,1,-4.2859879,-.2823537,15,.0080237901,351.85184,.006066455,.0064540463,.0094591845,.024963485,.0075806733,.02039165,.0066643907,.0064797406,.0054334621,.0063079372,.010065394,.0069047841,.016578885,.013159374,.0080237901,.0093483506,.033274047,.014286218,.014187579,.010412266,.0074289031,.0060324864,.0084745288,.007684757,.012836888,0,0,0,0,0,0,0,0,0,0,-6.5334532e-08,-4.4818993e-08,-1.0761363e-07,-8.5417568e-08,6.4389228e-06,-6.0680193e-08,-2.1598203e-07,-9.2731923e-08,-9.2091653e-08,-6.7586079e-08,0,0,0,0,0,1429.1398,-1077.288,4.0617657,
4x4 2121 Нива,Лада,Renault Group,2014,https://www.drom.ru/catalog/lada/2121_4x4_niva/74296/,7.3000002,394.5,365.27777,Стандарт 21214-40-028,апрель 2006 - январь 2015,Полный (4WD),SUV,1690,17,205,142,Россия,3,3740 x 1680 x 1640,2200,1285,12.1,8.3000002,"9,9",0,4,1,2006,2015,0,1,1,0,0,0,1,0,0,1,1.7,1,1,3740,1680,1640,9.9,265,83,6.2831998,1,,1,12,96,42932,4x4,Lada,6,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,38.4217,10267.636,0,0,.0093483506,.27849928,.72150075,-4.3461337,40.900002,13.6,25.600002,2674,820,1771,181.39999,64.299995,107.2,4264,1495,2564,11383,3985,7133,-.00080897001,1,-4.2968493,-.29273632,16,.0093483506,365.27777,.006066455,.0064540463,.0094591845,.024963485,.0075806733,.02039165,.0066643907,.0064797406,.0054334621,.0063079372,.010065394,.0069047841,.016578885,.013159374,.0080237901,.0093483506,.033274047,.014286218,.014187579,.010412266,.0074289031,.0060324864,.0084745288,.007684757,.012836888,0,0,0,0,0,0,0,0,0,0,-7.6119896e-08,-5.2217672e-08,-1.2537841e-07,-9.9518225e-08,-6.0680193e-08,7.4918380e-06,-2.5163615e-07,-1.0804003e-07,-1.0729406e-07,-7.8743135e-08,0,0,0,0,0,1429.1396,-1063.8618,3.9124737,
Гранта,Лада,Renault Group,2014,https://www.drom.ru/catalog/lada/granta/68820/,7.8000002,289,267.59259,1.6 MT Стандарт,декабрь 2011 - декабрь 2014,Передний,Седан,1596,12.6,160,165,Россия,4,4260 x 1700 x 1500,2476,1160,,,"7,4",0,12,12,2011,2014,1,0,0,1,0,0,0,0,0,0,1.6,1,1,4260,1700,1500,7.4,520,82,7.2420001,1,,1,12,103,152810,Granta,Lada,6,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,38.4217,7521.791,0,0,.033274047,.27849928,.72150075,-3.0765557,40.900002,13.7,25.600002,2674,821,1771,181.39999,66.799995,107.2,4264,1540,2564,11383,3730,7133,-.00080897001,1,-4.2178249,-.2092714,17,.033274047,267.59259,.006066455,.0064540463,.0094591845,.024963485,.0075806733,.02039165,.0066643907,.0064797406,.0054334621,.0063079372,.010065394,.0069047841,.016578885,.013159374,.0080237901,.0093483506,.033274047,.014286218,.014187579,.010412266,.0074289031,.0060324864,.0084745288,.007684757,.012836888,0,0,0,0,0,0,0,0,0,0,-2.7093733e-07,-1.8586096e-07,-4.4626555e-07,-3.5422016e-07,-2.1598203e-07,-2.5163615e-07,.000026022044,-3.8455221e-07,-3.8189708e-07,-2.8027432e-07,0,0,0,0,0,1429.1398,-1161.5471,5.3407302,
Калина,Лада,Renault Group,2014,https://www.drom.ru/catalog/lada/kalina/69540/,7.5999999,327.5,303.24075,1.6 MT Стандарт,апрель 2013 - ноябрь 2014,Передний,Хэтчбек,1596,12.4,160,165,Россия,5,3893 x 1700 x 1500,2476,1160,,,"7,0",0,4,11,2013,2014,1,0,0,0,0,1,0,1,0,0,1.6,1,1,3893,1700,1500,7,240,87,6.6181002,2,,1,11,108,65609,Kalina,Lada,6,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,38.4217,8523.8291,0,0,.014286218,.27849928,.72150075,-3.9220381,40.900002,13.7,25.600002,2674,816,1771,181.39999,67.199997,107.2,4264,1540,2564,11383,4010,7133,-.00080897001,1,-4.2466631,-.24180809,18,.014286218,303.24075,.006066455,.0064540463,.0094591845,.024963485,.0075806733,.02039165,.0066643907,.0064797406,.0054334621,.0063079372,.010065394,.0069047841,.016578885,.013159374,.0080237901,.0093483506,.033274047,.014286218,.014187579,.010412266,.0074289031,.0060324864,.0084745288,.007684757,.012836888,0,0,0,0,0,0,0,0,0,0,-1.1632699e-07,-7.9799435e-08,-1.9160419e-07,-1.5208448e-07,-9.2731923e-08,-1.0804003e-07,-3.8455221e-07,.000011392014,-1.6396758e-07,-1.2033583e-07,0,0,0,0,0,1429.1398,-1125.899,4.7128882,
Ларгус,Лада,Renault Group,2014,https://www.drom.ru/catalog/lada/largus/68815/,8.1999998,444,411.11111,Стандарт KS015-40-000 5 мест,июль 2012 - февраль 2015,Передний,Универсал,1598,14.5,145,156,Россия,5,4470 x 1750 x 1636,2905,1260,,,"8,2",0,7,2,2012,2015,1,0,0,0,1,0,0,1,0,0,1.6,1,1,4470,1750,1636,8.199999999999999,560,84,7.8225002,1,,1,12,113,65156,Largus,Lada,6,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,38.4217,11555.97,0,0,.014187579,.27849928,.72150075,-3.9289665,40.900002,13.7,25.600002,2674,819,1771,181.39999,66,107.2,4264,1555,2564,11383,3690,7133,-.00080897001,1,-4.3339272,-.32785809,19,.014187579,411.11111,.006066455,.0064540463,.0094591845,.024963485,.0075806733,.02039165,.0066643907,.0064797406,.0054334621,.0063079372,.010065394,.0069047841,.016578885,.013159374,.0080237901,.0093483506,.033274047,.014286218,.014187579,.010412266,.0074289031,.0060324864,.0084745288,.007684757,.012836888,0,0,0,0,0,0,0,0,0,0,-1.1552381e-07,-7.9248458e-08,-1.9028126e-07,-1.5103441e-07,-9.2091653e-08,-1.0729406e-07,-3.8189708e-07,-1.6396758e-07,.000011314491,-1.1950497e-07,0,0,0,0,0,1429.1396,-1018.0286,3.4762857,
Приора,Лада,Renault Group,2014,https://www.drom.ru/catalog/lada/priora/74266/,7.9000001,375.4,347.59259,Норма 21703-31-045,октябрь 2013 - ноябрь 2014,Передний,Седан,1596,11.5,165,183,Россия,4,4350 x 1680 x 1420,2492,1185,,,"6,9",0,10,11,2013,2014,1,0,0,1,0,0,0,0,0,0,1.6,1,1,4350,1680,1420,6.9,430,98,7.3080001,1,1,1,11,118,47818,Priora,Lada,6,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,38.4217,9770.5205,0,0,.010412266,.27849928,.72150075,-4.238349,40.900002,13.7,25.600002,2674,805,1771,181.39999,67.299995,107.2,4264,1535,2564,11383,3820,7133,-.00080897001,1,-4.2825422,-.27826414,20,.010412266,347.59259,.006066455,.0064540463,.0094591845,.024963485,.0075806733,.02039165,.0066643907,.0064797406,.0054334621,.0063079372,.010065394,.0069047841,.016578885,.013159374,.0080237901,.0093483506,.033274047,.014286218,.014187579,.010412266,.0074289031,.0060324864,.0084745288,.007684757,.012836888,0,0,0,0,0,0,0,0,0,0,-8.4782947e-08,-5.8160456e-08,-1.3964745e-07,-1.1084418e-07,-6.7586079e-08,-7.8743135e-08,-2.8027432e-07,-1.2033583e-07,-1.1950497e-07,8.3355062e-06,0,0,0,0,0,1429.1398,-1081.5471,4.111537,
Camry,Toyota,Toyota Group,2014,https://www.drom.ru/catalog/toyota/camry/69202/,8.6000004,969,897.22223,2.0 4AT Standard,май 2012 - ноябрь 2014,Передний,Седан,1998,12.5,160,190,Россия,4,4825 x 1825 x 1480,2775,1505,11.4,6.5,"8,3",1,5,11,2012,2014,1,0,0,1,0,0,0,0,1,1,2,1,1,4825,1825,1480,8.300000000000001,506,148,8.805625,8,,1,11,78,34117,Camry,Toyota,7,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,38.4217,25220.123,0,0,.0074289031,.27849928,.72150075,-4.5759554,40.900002,3.3000002,35.600002,2674,245,2281,181.39999,13.3,159.79999,4264,347,3757,11383,958,9919,-.00080897001,1,-4.7271762,-.72043377,21,.0074289031,897.22223,.006066455,.0064540463,.0094591845,.024963485,.0075806733,.02039165,.0066643907,.0064797406,.0054334621,.0063079372,.010065394,.0069047841,.016578885,.013159374,.0080237901,.0093483506,.033274047,.014286218,.014187579,.010412266,.0074289031,.0060324864,.0084745288,.007684757,.012836888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.9651138e-06,-3.6253795e-08,-5.0929881e-08,0,0,1260.1968,-362.97455,1.4045537,
Corolla,Toyota,Toyota Group,2014,https://www.drom.ru/catalog/toyota/corolla/72810/,8.1999998,891,825,1.33 MT Стандарт,сентябрь 2013 - июль 2016,Передний,Седан,1329,12.6,150,180,Турция,4,4620 x 1775 x 1465,2700,1225,7.1999998,4.6999998,"5,6",1,9,7,2013,2016,1,0,0,1,0,0,0,0,0,0,1.3,0,0,4620,1775,1465,5.6,452,99,8.2004995,1,,0,12,83,27704,Corolla,Toyota,7,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,.25,222750,38.4217,23190.021,980100.06,222750,.0060324864,.27849928,.72150075,-4.784174,40.900002,4,35.600002,2674,294,2281,181.39999,16,159.79999,4264,357,3757,11383,1012,9919,-.00080897001,1,-4.6687508,-.66337419,22,.0048259893,660,.006066455,.0064540463,.0094591845,.024963485,.0075806733,.02039165,.0066643907,.0064797406,.0054334621,.0063079372,.010065394,.0069047841,.016578885,.013159374,.0080237901,.0093483506,.033274047,.014286218,.014187579,.010412266,.0074289031,.0060324864,.0084745288,.007684757,.012836888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.6253795e-08,4.8506613e-06,-4.1356554e-08,0,0,1012.9689,-352.96893,1.2278411,
RAV4,Toyota,Toyota Group,2014,https://www.drom.ru/catalog/toyota/rav4/71930/,8.5,1288,1192.5927,2.0 MT 2WD Стандарт,февраль 2013 - декабрь 2015,Передний,SUV,1986,10.2,197,180,Япония,5,4570 x 1845 x 1670,2660,1540,,,"7,7",1,2,12,2013,2015,1,0,1,0,0,0,1,0,0,0,2,0,0,4570,1845,1670,7.7,506,146,8.4316502,4,,0,12,85,38919,RAV 4,Toyota,7,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,.25,322000,38.4217,33522.723,0,0,.0084745288,.27849928,.72150075,-4.4442682,40.900002,3.3000002,35.600002,2674,247,2281,181.39999,13.900001,159.79999,4264,310,3757,11383,958,9919,-.00080897001,1,-4.9661222,-.95659572,23,.0067796232,954.0741,.006066455,.0064540463,.0094591845,.024963485,.0075806733,.02039165,.0066643907,.0064797406,.0054334621,.0063079372,.010065394,.0069047841,.016578885,.013159374,.0080237901,.0093483506,.033274047,.014286218,.014187579,.010412266,.0074289031,.0060324864,.0084745288,.007684757,.012836888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.0929881e-08,-4.1356554e-08,6.7975411e-06,0,0,1012.9689,-58.894836,.84938383,
