model,brand,firm,year,configdeschref,rating,price,price_adj,configuration,period,drive,body,engine_sm,acceleration,clearance,maxspeed,country,seats,size,wheelbase,weight,fuelcons_city,fuelcons_rural,fuelcons_mix,ac,month_start,month_end,year_start,year_end,drive1,drive2,body1,body2,body3,body4,body_SUV,body_hatch,transmission,extra,engine,russia_prod,russia_prod_alt,length,width,height,fuelcons,trunk,horsepower,size2,gen,restyle,russia,months_sold,mainid,quantity,model_orig,brand_orig,firm_id,firm1,firm2,firm3,firm4,firm5,firm6,firm7,firm8,firm9,national,europe,japan,usa,korea,brand1,brand2,brand3,brand4,brand5,brand6,brand7,brand8,brand9,brand10,brand11,brand12,brand13,brand14,brand15,brand16,y2013,y2014,y2015,y2016,y2017,time,tariff_sh,tax_var,euro,price_euro,tax_fixed,tariff_min,share,sumshare,outshare,logshare,engine_yr,engine_fm,engine_iv,horsepower_yr,horsepower_fm,horsepower_iv,fuelcons_yr,fuelcons_fm,fuelcons_iv,clearance_yr,clearance_fm,clearance_iv,trunk_yr,trunk_fm,trunk_iv,alpha,a,delta0,el,id,tilde_share,tilde_price,share1,share2,share3,share4,share5,share6,share7,share8,share9,share10,share11,share12,share13,share14,share15,share16,share17,share18,share19,share20,share21,share22,share23,share24,share25,delta1,delta2,delta3,delta4,delta5,delta6,delta7,delta8,delta9,delta10,delta11,delta12,delta13,delta14,delta15,delta16,delta17,delta18,delta19,delta20,delta21,delta22,delta23,delta24,delta25,markup_pure,mc,margins,lnmc
Sportage,Kia,Hyundai Motor,2017,https://www.drom.ru/catalog/kia/sportage/178998/,8.5,1269.9,939.92535,2.0 MT 2WD Classic,январь 2017 - декабрь 2017,Передний,SUV,1999,10.5,182,186,"Южная Корея, Словакия, Россия",5,4480 x 1855 x 1645,2670,1410,10.8,6.4000001,"8,0",1,1,12,2017,2017,1,0,1,0,0,0,1,0,0,0,2,1,0,4480,1855,1645,8,491,150,8.3104,4,,1,12,32,24611,Sportage,KIA,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,65.835289,19289.047,0,0,.0055068657,.2165558,.78344417,-4.9577041,41.200001,4.4000001,34.799999,2715,330,2235,178.89999,18.6,152.29999,4488,510,3796,11427,1382,9554,-.00080897001,1,-4.7617216,-.75618416,5,.0055068657,939.92535,.0069838809,.012374841,.015352814,.021634771,.0055068657,.0041893888,.0044106836,.004525023,.004615197,.0098067904,.0069288369,.0068558925,.0067596771,.0065092938,.017294347,.020962831,.0044726641,.0075184349,.0074553355,.0063097035,.007368518,.0050676321,.0065885037,.010873436,.0061904411,0,-5.5128542e-08,-6.8395082e-08,-9.6380504e-08,4.4303565e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1307.9036,-367.97821,1.3914973,
CX-5,Mazda,Mazda Motor Corporation,2017,https://www.drom.ru/catalog/mazda/cx-5/167028/,9.1000004,1369,1013.2749,2.0 Drive,июнь 2016 - июль 2017,Передний,SUV,1997,9.3000002,215,197,"Япония, Россия, Малайзия",5,4555 x 1840 x 1670,2700,1365,7.6999998,5.3000002,"6,2",1,6,7,2016,2017,1,0,1,0,0,0,1,0,0,0,2,1,0,4555,1840,1670,6.2,403,150,8.3811998,1,1,1,7,40,18723,CX-5,Mazda,4,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,65.835289,20794.318,0,0,.0041893888,.2165558,.78344417,-5.2311449,41.200001,0,39.200001,2715,0,2565,178.89999,-1.9073487e-07,172.7,4488,0,4273,11427,0,11024,-.00080897001,1,-4.8210592,-.81627494,6,.0041893888,1013.2749,.0069838809,.012374841,.015352814,.021634771,.0055068657,.0041893888,.0044106836,.004525023,.004615197,.0098067904,.0069288369,.0068558925,.0067596771,.0065092938,.017294347,.020962831,.0044726641,.0075184349,.0074553355,.0063097035,.007368518,.0050676321,.0065885037,.010873436,.0061904411,0,0,0,0,0,3.3748918e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1241.3402,-228.06531,1.2250774,
on-DO,Datsun,Renault Group,2017,https://www.drom.ru/catalog/datsun/on-do/197652/,8.1000004,461,341.21237,1.6 MT Access,июнь 2017 -,Передний,Седан,1596,11.5,174,172,Россия,4,4337 x 1700 x 1500,2476,1160,9,5.8000002,"7,0",0,6,,2017,,1,0,0,1,0,0,0,0,0,0,1.6,1,1,4337,1700,1500,7,530,87,7.3729,1,,1,7,10,19712,on-DO,Datsun,6,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,65.835289,7002.3237,0,0,.0044106836,.2165558,.78344417,-5.1796703,41.200001,19.299999,20.300001,2715,1207,1421,178.89999,89.5,82.399994,4488,2172,2142,11427,5045,5852,-.00080897001,1,-4.2773809,-.27481309,7,.0044106836,341.21237,.0069838809,.012374841,.015352814,.021634771,.0055068657,.0041893888,.0044106836,.004525023,.004615197,.0098067904,.0069288369,.0068558925,.0067596771,.0065092938,.017294347,.020962831,.0044726641,.0075184349,.0074553355,.0063097035,.007368518,.0050676321,.0065885037,.010873436,.0061904411,0,0,0,0,0,0,3.5523728e-06,-1.6145783e-08,-1.6467533e-08,-3.4991714e-08,-2.4722857e-08,-2.4462583e-08,-2.4119277e-08,-2.3225882e-08,-6.1708150e-08,-7.4797704e-08,-1.5958960e-08,-2.6826608e-08,-2.6601462e-08,0,0,0,0,0,0,1385.9857,-1044.7733,4.0619445,
Qashqai,Nissan,Renault Group,2017,https://www.drom.ru/catalog/nissan/qashqai/178720/,8.5,1244,920.75531,1.2 MT XE,февраль 2017 -,Передний,SUV,1197,10.9,200,185,Россия,5,4377 x 1837 x 1595,2646,1426,7.8000002,5.3000002,"6,2",1,2,,2017,,1,0,1,0,0,0,1,0,0,0,1.2,1,1,4377,1837,1595,6.2,430,115,8.0405493,2,,1,11,48,20223,Qashqai,Nissan,6,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,65.835289,18895.641,0,0,.004525023,.2165558,.78344417,-5.1540771,41.200001,19.699999,20.300001,2715,1179,1421,178.89999,90.300003,82.399994,4488,2146,2142,11427,5145,5852,-.00080897001,1,-4.7462139,-.74149293,8,.004525023,920.75531,.0069838809,.012374841,.015352814,.021634771,.0055068657,.0041893888,.0044106836,.004525023,.004615197,.0098067904,.0069288369,.0068558925,.0067596771,.0065092938,.017294347,.020962831,.0044726641,.0075184349,.0074553355,.0063097035,.007368518,.0050676321,.0065885037,.010873436,.0061904411,0,0,0,0,0,0,-1.6145783e-08,3.6440435e-06,-1.6894427e-08,-3.5898815e-08,-2.5363756e-08,-2.5096734e-08,-2.4744526e-08,-2.3827972e-08,-6.3307823e-08,-7.6736704e-08,-1.6372670e-08,-2.7522042e-08,-2.7291060e-08,0,0,0,0,0,0,1385.9856,-465.23029,1.5052702,
X-Trail,Nissan,Renault Group,2017,https://www.drom.ru/catalog/nissan/x-trail/178299/,8.3000002,1529,1131.7001,2.0 MT 2WD XE,февраль 2017 -,Передний,SUV,1997,11.1,210,183,Россия,5,4640 x 1820 x 1710,2705,1525,11.2,6.5999999,"8,3",0,2,,2017,,1,0,1,0,0,0,1,0,0,0,2,1,1,4640,1820,1710,8.300000000000001,497,144,8.4448004,3,,1,11,51,20626,X-Trail,Nissan,6,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,65.835289,23224.627,0,0,.004615197,.2165558,.78344417,-5.1343451,41.200001,18.9,20.300001,2715,1150,1421,178.89999,88.199997,82.399994,4488,2136,2142,11427,5078,5852,-.00080897001,1,-4.916862,-.91128612,9,.004615197,1131.7001,.0069838809,.012374841,.015352814,.021634771,.0055068657,.0041893888,.0044106836,.004525023,.004615197,.0098067904,.0069288369,.0068558925,.0067596771,.0065092938,.017294347,.020962831,.0044726641,.0075184349,.0074553355,.0063097035,.007368518,.0050676321,.0065885037,.010873436,.0061904411,0,0,0,0,0,0,-1.6467533e-08,-1.6894427e-08,3.7163247e-06,-3.6614200e-08,-2.5869200e-08,-2.5596858e-08,-2.5237632e-08,-2.4302812e-08,-6.4569413e-08,-7.8265899e-08,-1.6698941e-08,-2.8070497e-08,-2.7834911e-08,0,0,0,0,0,0,1385.9856,-254.28552,1.2246934,
Duster,Renault,Renault Group,2017,https://www.drom.ru/catalog/renault/duster/93740/,8.1999998,689,509.96823,1.6 MT 4x2 Authentique,июнь 2015 -,Передний,SUV,1598,10.9,205,167,Россия,5,4315 x 1822 x 1625,2673,1190,9.3000002,6.3000002,"7,4",0,6,,2015,,1,0,1,0,0,0,1,0,0,0,1.6,1,1,4315,1822,1625,7.4,475,114,7.8619299,1,1,1,12,57,43828,Duster,Renault,6,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4,0,0,65.835289,10465.512,0,0,.0098067904,.2165558,.78344417,-4.3806248,41.200001,19.299999,20.300001,2715,1180,1421,178.89999,89.099998,82.399994,4488,2141,2142,11427,5100,5852,-.00080897001,1,-4.4138994,-.4085032,10,.0098067904,509.96823,.0069838809,.012374841,.015352814,.021634771,.0055068657,.0041893888,.0044106836,.004525023,.004615197,.0098067904,.0069288369,.0068558925,.0067596771,.0065092938,.017294347,.020962831,.0044726641,.0075184349,.0074553355,.0063097035,.007368518,.0050676321,.0065885037,.010873436,.0061904411,0,0,0,0,0,0,-3.4991714e-08,-3.5898815e-08,-3.6614200e-08,7.8555977e-06,-5.4969231e-08,-5.4390533e-08,-5.3627218e-08,-5.1640825e-08,-1.3720296e-07,-1.6630651e-07,-3.5483431e-08,-5.9646744e-08,-5.9146153e-08,0,0,0,0,0,0,1385.9857,-876.01746,2.7177885,
Kaptur,Renault,Renault Group,2017,https://www.drom.ru/catalog/renault/kaptur/141765/,8.3000002,999.99,740.1496,1.6 MT Drive,апрель 2016 -,Передний,SUV,1598,12.5,204,171,Россия,5,4333 x 1813 x 1613,2673,1262,9.3000002,6.3000002,"7,4",0,4,,2016,,1,0,1,0,0,0,1,0,0,0,1.6,1,1,4333,1813,1613,7.4,387,114,7.8557291,1,,1,12,58,30966,Kaptur,Renault,6,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4,0,0,65.835289,15189.271,0,0,.0069288369,.2165558,.78344417,-4.7280078,41.200001,19.299999,20.300001,2715,1180,1421,178.89999,89.099998,82.399994,4488,2142,2142,11427,5188,5852,-.00080897001,1,-4.6001091,-.5946101,11,.0069288369,740.1496,.0069838809,.012374841,.015352814,.021634771,.0055068657,.0041893888,.0044106836,.004525023,.004615197,.0098067904,.0069288369,.0068558925,.0067596771,.0065092938,.017294347,.020962831,.0044726641,.0075184349,.0074553355,.0063097035,.007368518,.0050676321,.0065885037,.010873436,.0061904411,0,0,0,0,0,0,-2.4722857e-08,-2.5363756e-08,-2.5869200e-08,-5.4969231e-08,5.5663836e-06,-3.8428794e-08,-3.7889485e-08,-3.6486032e-08,-9.6938642e-08,-1.1750130e-07,-2.5070271e-08,-4.2142492e-08,-4.1788805e-08,0,0,0,0,0,0,1385.9856,-645.836,1.8725749,
Logan,Renault,Renault Group,2017,https://www.drom.ru/catalog/renault/logan/75559/,7.8000002,534,395.24384,1.6 MT Access,март 2014 -,Передний,Седан,1598,11.9,155,172,Россия,4,4346 x 1733 x 1517,2634,1106,9.8000002,5.8000002,"7,2",0,3,,2014,,1,0,0,1,0,0,0,0,0,0,1.6,1,1,4346,1733,1517,7.2,510,82,7.5316181,2,,1,12,63,30640,Logan,Renault,6,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4,0,0,65.835289,8111.1514,0,0,.0068558925,.2165558,.78344417,-4.7385912,41.200001,19.299999,20.300001,2715,1212,1421,178.89999,89.300003,82.399994,4488,2191,2142,11427,5065,5852,-.00080897001,1,-4.3210907,-.3175483,12,.0068558925,395.24384,.0069838809,.012374841,.015352814,.021634771,.0055068657,.0041893888,.0044106836,.004525023,.004615197,.0098067904,.0069288369,.0068558925,.0067596771,.0065092938,.017294347,.020962831,.0044726641,.0075184349,.0074553355,.0063097035,.007368518,.0050676321,.0065885037,.010873436,.0061904411,0,0,0,0,0,0,-2.4462583e-08,-2.5096734e-08,-2.5596858e-08,-5.4390533e-08,-3.8428794e-08,5.5081873e-06,-3.7490597e-08,-3.6101920e-08,-9.5918104e-08,-1.1626429e-07,-2.4806340e-08,-4.1698829e-08,-4.1348866e-08,0,0,0,0,0,0,1385.9856,-990.74176,3.5066595,
Sandero,Renault,Renault Group,2017,https://www.drom.ru/catalog/renault/sandero/77304/,8,534,395.24384,1.6 MT Access,сентябрь 2014 -,Передний,Хэтчбек,1598,11.9,155,172,Россия,5,4080 x 1733 x 1523,2589,1078,9.8000002,5.8000002,"7,2",0,9,,2014,,1,0,0,0,0,1,0,1,0,0,1.6,1,1,4080,1733,1523,7.2,320,82,7.0706401,2,,1,12,68,30210,Sandero,Renault,6,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4,0,0,65.835289,8111.1514,0,0,.0067596771,.2165558,.78344417,-4.7527246,41.200001,19.299999,20.300001,2715,1212,1421,178.89999,89.300003,82.399994,4488,2191,2142,11427,5255,5852,-.00080897001,1,-4.3210907,-.31757906,13,.0067596771,395.24384,.0069838809,.012374841,.015352814,.021634771,.0055068657,.0041893888,.0044106836,.004525023,.004615197,.0098067904,.0069288369,.0068558925,.0067596771,.0065092938,.017294347,.020962831,.0044726641,.0075184349,.0074553355,.0063097035,.007368518,.0050676321,.0065885037,.010873436,.0061904411,0,0,0,0,0,0,-2.4119277e-08,-2.4744526e-08,-2.5237632e-08,-5.3627218e-08,-3.7889485e-08,-3.7490597e-08,5.4314114e-06,-3.5595267e-08,-9.4571995e-08,-1.1463264e-07,-2.4458210e-08,-4.1113630e-08,-4.0768576e-08,0,0,0,0,0,0,1385.9856,-990.74176,3.5066595,
4x4 2121 Нива,Лада,Renault Group,2017,https://www.drom.ru/catalog/lada/2121_4x4_niva/173798/,7.3000002,483.9,358.16199,Стандарт 21214-50-010,октябрь 2016 - апрель 2018,Полный (4WD),SUV,1690,17,205,142,Россия,3,3740 x 1680 x 1640,2200,1285,12.1,8.3000002,"9,9",0,10,4,2016,2018,0,1,1,0,0,0,1,0,0,1,1.7,1,1,3740,1680,1640,9.9,265,83,6.2831998,1,,1,12,99,29091,4x4,Lada,6,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,4,0,0,65.835289,7350.1616,0,0,.0065092938,.2165558,.78344417,-4.7904687,41.200001,19.199999,20.300001,2715,1211,1421,178.89999,86.599998,82.399994,4488,2141,2142,11427,5310,5852,-.00080897001,1,-4.2910929,-.28785628,14,.0065092938,358.16199,.0069838809,.012374841,.015352814,.021634771,.0055068657,.0041893888,.0044106836,.004525023,.004615197,.0098067904,.0069288369,.0068558925,.0067596771,.0065092938,.017294347,.020962831,.0044726641,.0075184349,.0074553355,.0063097035,.007368518,.0050676321,.0065885037,.010873436,.0061904411,0,0,0,0,0,0,-2.3225882e-08,-2.3827972e-08,-2.4302812e-08,-5.1640825e-08,-3.6486032e-08,-3.6101920e-08,-3.5595267e-08,5.2315468e-06,-9.1068976e-08,-1.1038657e-07,-2.3552259e-08,-3.9590752e-08,-3.9258481e-08,0,0,0,0,0,0,1385.9856,-1027.8236,3.8697171,
Веста,Лада,Renault Group,2017,https://www.drom.ru/catalog/lada/vesta/91432/,8.3999996,569.9,421.81546,1.6 MT Classic,январь 2016 - декабрь 2017,Передний,Седан,1596,11.8,178,178,Россия,4,4410 x 1764 x 1497,2635,1230,9.3000002,5.5,"6,9",0,1,12,2016,2017,1,0,0,1,0,0,0,0,0,0,1.6,1,1,4410,1764,1497,6.9,480,106,7.7792401,1,,1,12,101,77291,Vesta,Lada,6,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,4,0,0,65.835289,8656.4521,0,0,.017294347,.2165558,.78344417,-3.8133202,41.200001,19.299999,20.300001,2715,1188,1421,178.89999,89.599998,82.399994,4488,2168,2142,11427,5095,5852,-.00080897001,1,-4.3425865,-.3353346,15,.017294347,421.81546,.0069838809,.012374841,.015352814,.021634771,.0055068657,.0041893888,.0044106836,.004525023,.004615197,.0098067904,.0069288369,.0068558925,.0067596771,.0065092938,.017294347,.020962831,.0044726641,.0075184349,.0074553355,.0063097035,.007368518,.0050676321,.0065885037,.010873436,.0061904411,0,0,0,0,0,0,-6.1708150e-08,-6.3307823e-08,-6.4569413e-08,-1.3720296e-07,-9.6938642e-08,-9.5918104e-08,-9.4571995e-08,-9.1068976e-08,.00001374865,-2.9328274e-07,-6.2575289e-08,-1.0518747e-07,-1.0430468e-07,0,0,0,0,0,0,1385.9856,-964.17017,3.285763,
Гранта,Лада,Renault Group,2017,https://www.drom.ru/catalog/lada/granta/185177/,7.8000002,409.9,303.39038,1.6 MT Standard,июнь 2017 -,Передний,Седан,1596,12.2,160,167,Россия,4,4260 x 1700 x 1500,2476,1160,9,5.8000002,"6,6",0,6,,2017,,1,0,0,1,0,0,0,0,0,0,1.6,1,1,4260,1700,1500,6.6,520,87,7.2420001,1,,1,7,106,93686,Granta,Lada,6,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,4,0,0,65.835289,6226.144,0,0,.020962831,.2165558,.78344417,-3.6209488,41.200001,19.299999,20.300001,2715,1207,1421,178.89999,89.900002,82.399994,4488,2186,2142,11427,5055,5852,-.00080897001,1,-4.2467842,-.24028873,16,.020962831,303.39038,.0069838809,.012374841,.015352814,.021634771,.0055068657,.0041893888,.0044106836,.004525023,.004615197,.0098067904,.0069288369,.0068558925,.0067596771,.0065092938,.017294347,.020962831,.0044726641,.0075184349,.0074553355,.0063097035,.007368518,.0050676321,.0065885037,.010873436,.0061904411,0,0,0,0,0,0,-7.4797704e-08,-7.6736704e-08,-7.8265899e-08,-1.6630651e-07,-1.1750130e-07,-1.1626429e-07,-1.1463264e-07,-1.1038657e-07,-2.9328274e-07,.000016602808,-7.5848781e-08,-1.2749989e-07,-1.2642982e-07,0,0,0,0,0,0,1385.9856,-1082.5952,4.5683241,
Калина,Лада,Renault Group,2017,https://www.drom.ru/catalog/lada/kalina/185136/,7.5999999,460.6,340.91632,1.6 MT Standard,июнь 2017 -,Передний,Хэтчбек,1596,12.2,160,168,Россия,5,3893 x 1700 x 1500,2476,1160,9,5.8000002,"7,0",0,6,,2017,,1,0,0,0,0,1,0,1,0,0,1.6,1,1,3893,1700,1500,7,240,87,6.6181002,2,,1,7,111,19989,Kalina,Lada,6,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,4,0,0,65.835289,6996.248,0,0,.0044726641,.2165558,.78344417,-5.1657157,41.200001,19.299999,20.300001,2715,1207,1421,178.89999,89.5,82.399994,4488,2186,2142,11427,5335,5852,-.00080897001,1,-4.2771416,-.27455756,17,.0044726641,340.91632,.0069838809,.012374841,.015352814,.021634771,.0055068657,.0041893888,.0044106836,.004525023,.004615197,.0098067904,.0069288369,.0068558925,.0067596771,.0065092938,.017294347,.020962831,.0044726641,.0075184349,.0074553355,.0063097035,.007368518,.0050676321,.0065885037,.010873436,.0061904411,0,0,0,0,0,0,-1.5958960e-08,-1.6372670e-08,-1.6698941e-08,-3.5483431e-08,-2.5070271e-08,-2.4806340e-08,-2.4458210e-08,-2.3552259e-08,-6.2575289e-08,-7.5848781e-08,3.6020679e-06,-2.7203585e-08,-2.6975275e-08,0,0,0,0,0,0,1385.9856,-1045.0693,4.0654716,
Ларгус,Лада,Renault Group,2017,https://www.drom.ru/catalog/lada/largus/89974/,8.1999998,554.9,410.71313,Standard 5 мест,ноябрь 2015 -,Передний,Универсал,1596,14.4,145,158,Россия,5,4470 x 1750 x 1670,2905,1260,10.6,6.6999998,"8,2",0,11,,2015,,1,0,0,0,1,0,0,1,0,0,1.6,1,1,4470,1750,1670,8.199999999999999,560,87,7.8225002,1,,1,12,116,33601,Largus,Lada,6,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,4,0,0,65.835289,8428.6104,0,0,.0075184349,.2165558,.78344417,-4.6463418,41.200001,19.299999,20.300001,2715,1207,1421,178.89999,88.300003,82.399994,4488,2201,2142,11427,5015,5852,-.00080897001,1,-4.3336048,-.32975656,18,.0075184349,410.71313,.0069838809,.012374841,.015352814,.021634771,.0055068657,.0041893888,.0044106836,.004525023,.004615197,.0098067904,.0069288369,.0068558925,.0067596771,.0065092938,.017294347,.020962831,.0044726641,.0075184349,.0074553355,.0063097035,.007368518,.0050676321,.0065885037,.010873436,.0061904411,0,0,0,0,0,0,-2.6826608e-08,-2.7522042e-08,-2.8070497e-08,-5.9646744e-08,-4.2142492e-08,-4.1698829e-08,-4.1113630e-08,-3.9590752e-08,-1.0518747e-07,-1.2749989e-07,-2.7203585e-08,6.0364596e-06,-4.5344756e-08,0,0,0,0,0,0,1385.9857,-975.27258,3.3745835,
Х-рей,Лада,Renault Group,2017,https://www.drom.ru/catalog/lada/xray/129421/,8.1999998,599.9,444.0202,1.6 МТ Optima,март 2016 - июнь 2017,Передний,Хэтчбек,1596,11.4,195,176,Россия,5,4165 x 1764 x 1570,2592,1190,9.3000002,5.9000001,"7,2",1,3,6,2016,2017,1,0,0,0,0,1,0,1,0,0,1.6,1,1,4165,1764,1570,7.2,361,106,7.3470602,1,,1,6,123,33319,XRAY,Lada,6,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,4,0,0,65.835289,9112.1348,0,0,.0074553355,.2165558,.78344417,-4.6547699,41.200001,19.299999,20.300001,2715,1188,1421,178.89999,89.300003,82.399994,4488,2151,2142,11427,5214,5852,-.00080897001,1,-4.3605494,-.35652107,19,.0074553355,444.0202,.0069838809,.012374841,.015352814,.021634771,.0055068657,.0041893888,.0044106836,.004525023,.004615197,.0098067904,.0069288369,.0068558925,.0067596771,.0065092938,.017294347,.020962831,.0044726641,.0075184349,.0074553355,.0063097035,.007368518,.0050676321,.0065885037,.010873436,.0061904411,0,0,0,0,0,0,-2.6601462e-08,-2.7291060e-08,-2.7834911e-08,-5.9146153e-08,-4.1788805e-08,-4.1348866e-08,-4.0768576e-08,-3.9258481e-08,-1.0430468e-07,-1.2642982e-07,-2.6975275e-08,-4.5344756e-08,5.9861786e-06,0,0,0,0,0,0,1385.9856,-941.96539,3.1214471,
Camry,Toyota,Toyota Group,2017,https://www.drom.ru/catalog/toyota/camry/183114/,8.6000004,1407,1041.4011,2.0 AT Стандарт,апрель 2017 -,Передний,Седан,1998,10.4,160,210,Россия,4,4850 x 1825 x 1480,2775,1540,10,5.5999999,"7,2",1,4,,2017,,1,0,0,1,0,0,0,0,1,1,2,1,1,4850,1825,1480,7.2,506,150,8.8512497,8,1,1,9,81,28199,Camry,Toyota,7,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,4,0,0,65.835289,21371.518,0,0,.0063097035,.2165558,.78344417,-4.8216109,41.200001,2,37.200001,2715,146,2419,178.89999,7.6999998,164,4488,197,4131,11427,577,10344,-.00080897001,1,-4.8438125,-.83714658,20,.0063097035,1041.4011,.0069838809,.012374841,.015352814,.021634771,.0055068657,.0041893888,.0044106836,.004525023,.004615197,.0098067904,.0069288369,.0068558925,.0067596771,.0065092938,.017294347,.020962831,.0044726641,.0075184349,.0074553355,.0063097035,.007368518,.0050676321,.0065885037,.010873436,.0061904411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0721537e-06,-3.7611574e-08,0,0,0,0,1253.2825,-211.88135,1.203458,
RAV4,Toyota,Toyota Group,2017,https://www.drom.ru/catalog/toyota/rav4/185184/,8.5,1520,1125.0386,2.0 MT 2WD Стандарт,июнь 2017 -,Передний,SUV,1986,10.2,197,180,"Россия, Япония",5,4605 x 1845 x 1670,2660,1555,7.6999998,6.4000001,"7,7",1,6,,2017,,1,0,1,0,0,0,1,0,0,0,2,1,0,4605,1845,1670,7.7,577,146,8.4962254,4,1,1,7,88,32931,RAV 4,Toyota,7,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,4,0,0,65.835289,23087.922,0,0,.007368518,.2165558,.78344417,-4.6664834,41.200001,2,37.200001,2715,150,2419,178.89999,7.1999998,164,4488,160,4131,11427,506,10344,-.00080897001,1,-4.9114728,-.90341622,21,.007368518,1125.0386,.0069838809,.012374841,.015352814,.021634771,.0055068657,.0041893888,.0044106836,.004525023,.004615197,.0098067904,.0069288369,.0068558925,.0067596771,.0065092938,.017294347,.020962831,.0044726641,.0075184349,.0074553355,.0063097035,.007368518,.0050676321,.0065885037,.010873436,.0061904411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.7611574e-08,5.9169870e-06,0,0,0,0,1253.2825,-128.2439,1.1139907,
Octavia,Skoda,Volkswagen AG,2017,https://www.drom.ru/catalog/skoda/octavia/178730/,8.6999998,999,739.41681,1.6 MPI MT Active,январь 2017 -,Передний,Хэтчбек,1598,10.6,155,192,Россия,5,4670 x 1814 x 1476,2680,1225,8.5,5.1999998,"6,4",0,1,,2017,,1,0,0,0,0,1,0,1,0,0,1.6,1,1,4670,1814,1476,6.4,568,110,8.4713802,3,1,1,12,73,22648,Octavia A7,Škoda,8,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,4,0,0,65.835289,15174.232,0,0,.0050676321,.2165558,.78344417,-5.0408263,41.200001,4.5999999,35,2715,305,2300,178.89999,18.1,154.39999,4488,523,3810,11427,1605,9254,-.00080897001,1,-4.5995164,-.59513474,22,.0050676321,739.41681,.0069838809,.012374841,.015352814,.021634771,.0055068657,.0041893888,.0044106836,.004525023,.004615197,.0098067904,.0069288369,.0068558925,.0067596771,.0065092938,.017294347,.020962831,.0044726641,.0075184349,.0074553355,.0063097035,.007368518,.0050676321,.0065885037,.010873436,.0061904411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0787872e-06,-2.7009982e-08,-4.4576328e-08,-2.5378100e-08,1272.6915,-533.27472,1.7212099,
